Academic Year,College/School,Division,Department,Major,Degree,Average GPA,Headcount
2011-12,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,Bachelor of Arts,3.508810734,354
2011-12,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,Bachelor of Arts,3.275586957,276
2011-12,Clg of Letters & Science,L&S Social Sciences Division,History,History,Bachelor of Arts,3.450180995,221
2011-12,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,Bachelor of Arts,3.425037736,159
2011-12,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,Bachelor of Arts,3.385783333,60
2011-12,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Chicano Studies,Bachelor of Arts,3.226,17
2011-12,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Asian American Studies,Bachelor of Arts,3.2524,15
2011-12,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Native American Studies,Bachelor of Arts,3.1488,5
2011-12,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,Bachelor of Arts,3.307886792,53
2011-12,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,Bachelor of Arts,3.372358974,39
2011-12,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,Gender & Womens Studies,Bachelor of Arts,3.483108108,37
2011-12,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,African American Studies,Bachelor of Arts,3.0142,15
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,Bachelor of Arts,3.467426791,321
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,Bachelor of Arts,3.459495575,113
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,Bachelor of Arts,3.511740741,81
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,Philosophy,Bachelor of Arts,3.303341772,79
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,History of Art,Bachelor of Arts,3.49428169,71
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,Film,Bachelor of Arts,3.387646154,65
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,Bachelor of Arts,3.290621622,37
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,Bachelor of Arts,3.428107143,28
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,Bachelor of Arts,3.377367347,49
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Spanish Lang & Lit,Bachelor of Arts,3.316,28
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,Bachelor of Arts,3.377555556,9
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,Bachelor of Arts,3.301125,8
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Theater & Perf Studies,Bachelor of Arts,3.471651163,43
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Dance & Perf Studies,Bachelor of Arts,3.437166667,6
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Civilizations,Bachelor of Arts,3.512904762,21
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Languages,Bachelor of Arts,3.769333333,6
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,Bachelor of Arts,3.496777778,27
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,Bachelor of Arts,3.53816,25
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Civilizations,Bachelor of Arts,3.395230769,13
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Lang & Lit,Bachelor of Arts,3.480166667,6
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,Bachelor of Arts,3.425,18
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,Bachelor of Arts,3.563352941,17
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,Bachelor of Arts,3.797818182,11
2011-12,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian Studies,Bachelor of Arts,3.609666667,9
2011-12,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Cell & Dev Biology,Bachelor of Arts,3.395753425,146
2011-12,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Neurobiology,Bachelor of Arts,3.506159574,94
2011-12,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Immunology,Bachelor of Arts,3.400181818,88
2011-12,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Biochem & Mol Biol,Bachelor of Arts,3.483439394,66
2011-12,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Genetics,Bachelor of Arts,3.3501875,32
2011-12,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Integrative Biology,Bachelor of Arts,3.273200969,413
2011-12,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,L&S Public Health,Bachelor of Arts,3.410810458,153
2011-12,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,L&S Legal Studies,Bachelor of Arts,3.186029412,136
2011-12,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,L&S Social Welfare,Bachelor of Arts,3.370276423,123
2011-12,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science,Bachelor of Arts,3.140547826,115
2011-12,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,L&S Environ Econ & Policy,Bachelor of Arts,3.02627619,105
2011-12,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,L&S Ops Research & Mgmt Sci,Bachelor of Arts,3.615888889,9
2011-12,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,Bachelor of Arts,3.0945,6
2011-12,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Media Studies,Bachelor of Arts,3.369768041,194
2011-12,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,Bachelor of Arts,3.208,152
2011-12,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,Bachelor of Arts,3.113604839,124
2011-12,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,Bachelor of Arts,3.526833333,18
2011-12,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,L&S Environmental Sciences,Bachelor of Arts,3.020428571,7
2011-12,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Mass Communications,Bachelor of Arts,3.2664,5
2011-12,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Applied Mathematics,Bachelor of Arts,3.294323308,133
2011-12,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,Bachelor of Arts,3.364347826,92
2011-12,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,Bachelor of Arts,3.26042,100
2011-12,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,Bachelor of Arts,3.450227848,79
2011-12,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geology,Bachelor of Arts,3.351636364,11
2011-12,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Marine Science,Bachelor of Arts,3.236909091,11
2011-12,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Environmental Earth Science,Bachelor of Arts,2.8864,10
2011-12,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geophysics,Bachelor of Arts,3.438375,8
2011-12,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astrophysics,Bachelor of Arts,3.186166667,24
2011-12,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,Bachelor of Science,3.281967846,311
2011-12,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Bachelor of Science,3.254059459,185
2011-12,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,Bachelor of Science,3.406209091,110
2011-12,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,Bachelor of Science,3.228545455,110
2011-12,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,Bachelor of Science,3.412980769,52
2011-12,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,Bachelor of Science,3.515571429,14
2011-12,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,Bachelor of Science,3.066444444,9
2011-12,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Bachelor of Science,3.333142857,21
2011-12,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,MSE/ME Joint Major,Bachelor of Science,3.434142857,7
2011-12,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,Bachelor of Science,3.112777778,9
2011-12,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,Bachelor of Science,3.469654762,84
2011-12,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,Bachelor of Science,3.409901235,81
2011-12,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,Bachelor of Science,3.385525424,59
2011-12,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,Bachelor of Science,3.423266667,45
2011-12,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,Bachelor of Science,3.502,11
2011-12,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nut Sci-Physio & Metabol,Bachelor of Science,3.329084746,59
2011-12,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Molecular Toxicology,Bachelor of Science,3.275235294,34
2011-12,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Dietetics,Bachelor of Science,3.471,16
2011-12,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,Bachelor of Science,3.342141304,92
2011-12,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,Bachelor of Science,3.163333333,45
2011-12,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,Bachelor of Science,3.048133333,15
2011-12,Haas School of Business,Haas School of Business,Business,Business Administration,Bachelor of Science,3.520356742,356
2011-12,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,Bachelor of Science,3.306861538,65
2011-12,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,Bachelor of Science,3.289444444,54
2011-12,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,Bachelor of Science,3.229730337,89
2011-12,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/MSE Joint Major,Bachelor of Science,3.268,7
2011-12,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Bachelor of Arts,3.216284848,165
2011-12,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Bachelor of Arts,3.453888889,27
2011-12,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,Bachelor of Arts,3.452571429,7
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Political Economy,Bachelor of Arts,3.138164794,267
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Cognitive Science,Bachelor of Arts,3.2585,98
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Peace & Conflict Studies,Bachelor of Arts,3.546658824,85
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Development Studies,Bachelor of Arts,3.383853659,41
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - China,Bachelor of Arts,3.3762,10
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Middle Eastern Studies,Bachelor of Arts,3.4821,10
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Pol Econ of Indust Soc,Bachelor of Arts,3.394,7
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Latin American Studies,Bachelor of Arts,3.561666667,6
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,Bachelor of Arts,3.464061224,490
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,Bachelor of Arts,3.345475375,467
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,Bachelor of Arts,3.536207254,386
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,Bachelor of Arts,3.323908759,274
2012-13,Clg of Letters & Science,L&S Social Sciences Division,History,History,Bachelor of Arts,3.522673913,184
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,Bachelor of Arts,3.438773006,163
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,Bachelor of Arts,3.358155556,45
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Chicano Studies,Bachelor of Arts,3.334,17
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Asian Am & Asian Diasp St,Bachelor of Arts,3.3436,10
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Asian American Studies,Bachelor of Arts,2.98625,8
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Native American Studies,Bachelor of Arts,3.143142857,7
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,Bachelor of Arts,3.463550725,69
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,Bachelor of Arts,3.468483333,60
2012-13,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,Gender & Womens Studies,Bachelor of Arts,3.38103125,32
2012-13,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,African American Studies,Bachelor of Arts,2.972333333,9
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,Bachelor of Arts,3.492054591,403
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,Philosophy,Bachelor of Arts,3.298322034,118
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,Bachelor of Arts,3.463864078,103
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,Film,Bachelor of Arts,3.35639726,73
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,Bachelor of Arts,3.610705882,68
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Spanish Lang & Lit,Bachelor of Arts,3.37271875,32
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,Bachelor of Arts,3.420727273,11
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,Bachelor of Arts,3.496545455,11
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,History of Art,Bachelor of Arts,3.462277778,54
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Theater & Perf Studies,Bachelor of Arts,3.539441176,34
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Dance & Perf Studies,Bachelor of Arts,3.406785714,14
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,Bachelor of Arts,3.500590909,44
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,Bachelor of Arts,3.506,28
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,Bachelor of Arts,3.31325,12
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,Bachelor of Arts,3.588645161,31
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,Bachelor of Arts,3.61936,25
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,Bachelor of Arts,3.537615385,26
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Civilizations,Bachelor of Arts,3.4969375,16
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Languages,Bachelor of Arts,3.837333333,6
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Civilizations,Bachelor of Arts,3.516076923,13
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Lang & Lit,Bachelor of Arts,3.650875,8
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,Bachelor of Arts,3.371333333,18
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian Studies,Bachelor of Arts,3.523625,8
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,Celtic Studies,Bachelor of Arts,3.5728,5
2012-13,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,Bachelor of Arts,3.4566,5
2012-13,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Integrative Biology,Bachelor of Arts,3.274488839,448
2012-13,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Cell & Dev Biology,Bachelor of Arts,3.35430303,132
2012-13,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Immunology,Bachelor of Arts,3.419970297,101
2012-13,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Neurobiology,Bachelor of Arts,3.448742268,97
2012-13,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Genetics,Bachelor of Arts,3.376555556,45
2012-13,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Biochem & Mol Biol,Bachelor of Arts,3.370181818,44
2012-13,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science,Bachelor of Arts,3.211169697,165
2012-13,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,L&S Legal Studies,Bachelor of Arts,3.206173333,150
2012-13,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,L&S Social Welfare,Bachelor of Arts,3.306676471,136
2012-13,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,L&S Public Health,Bachelor of Arts,3.451688,125
2012-13,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,L&S Environ Econ & Policy,Bachelor of Arts,3.043431818,44
2012-13,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,L&S Ops Research & Mgmt Sci,Bachelor of Arts,3.6678,15
2012-13,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,Bachelor of Arts,3.328333333,6
2012-13,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Media Studies,Bachelor of Arts,3.378366255,243
2012-13,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,Bachelor of Arts,3.173114286,140
2012-13,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,Bachelor of Arts,3.160805085,118
2012-13,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,Bachelor of Arts,3.557882353,17
2012-13,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,L&S Environmental Sciences,Bachelor of Arts,3.2914,5
2012-13,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Applied Mathematics,Bachelor of Arts,3.291233333,150
2012-13,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,Bachelor of Arts,3.359384615,91
2012-13,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,Bachelor of Arts,3.257966887,151
2012-13,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,Bachelor of Arts,3.379816327,98
2012-13,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Environmental Earth Science,Bachelor of Arts,3.066214286,14
2012-13,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geology,Bachelor of Arts,3.242555556,9
2012-13,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geophysics,Bachelor of Arts,3.103222222,9
2012-13,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Marine Science,Bachelor of Arts,2.875142857,7
2012-13,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astrophysics,Bachelor of Arts,3.468347826,23
2012-13,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,Bachelor of Science,3.266136364,330
2012-13,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,Bachelor of Science,3.247658537,164
2012-13,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,Bachelor of Science,3.367418182,110
2012-13,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,Bachelor of Science,3.27277451,102
2012-13,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,Bachelor of Science,3.333925926,27
2012-13,Clg of Engineering,Clg of Engineering,Engineering Science,Environmental Eng Science,Bachelor of Science,3.166285714,7
2012-13,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,Bachelor of Science,3.602166667,6
2012-13,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,Bachelor of Science,3.507315789,38
2012-13,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,MSE/ME Joint Major,Bachelor of Science,3.2967,10
2012-13,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,BioE/MSE Joint Major,Bachelor of Science,3.382444444,9
2012-13,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,Bachelor of Science,3.109,18
2012-13,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,Bachelor of Science,3.338769231,13
2012-13,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,Bachelor of Science,3.35111236,89
2012-13,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,Bachelor of Science,3.340960526,76
2012-13,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,Bachelor of Science,3.449913043,69
2012-13,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,Bachelor of Science,3.50545,60
2012-13,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,Bachelor of Science,3.2296,15
2012-13,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,Bachelor of Science,3.393115385,104
2012-13,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nut Sci-Physio & Metabol,Bachelor of Science,3.343829268,41
2012-13,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Molecular Toxicology,Bachelor of Science,3.300184211,38
2012-13,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Dietetics,Bachelor of Science,3.413954545,22
2012-13,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,Bachelor of Science,3.294289474,38
2012-13,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,Bachelor of Science,3.306272727,11
2012-13,Haas School of Business,Haas School of Business,Business,Business Administration,Bachelor of Science,3.507238235,340
2012-13,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,Bachelor of Science,3.176,63
2012-13,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,Bachelor of Science,3.337531915,47
2012-13,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,Bachelor of Science,3.20185,80
2012-13,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/MSE Joint Major,Bachelor of Science,3.459222222,9
2012-13,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,Bachelor of Arts,3.239864865,148
2012-13,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,Bachelor of Arts,3.337222222,27
2012-13,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,Bachelor of Arts,3.5419,10
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,Bachelor of Arts,3.444112132,544
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Political Economy,Bachelor of Arts,3.149442804,271
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Cognitive Science,Bachelor of Arts,3.292873134,134
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Peace & Conflict Studies,Bachelor of Arts,3.604087719,57
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Development Studies,Bachelor of Arts,3.427625,32
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - China,Bachelor of Arts,3.536875,8
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Latin American Studies,Bachelor of Arts,3.358333333,6
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,Bachelor of Arts,3.364119438,427
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,Bachelor of Arts,3.511220238,336
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,Bachelor of Arts,3.255061033,213
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,Bachelor of Arts,3.442506098,164
2013-14,Clg of Letters & Science,L&S Social Sciences Division,History,History,Bachelor of Arts,3.433506494,154
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,Bachelor of Arts,3.347,38
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Chicano Studies,Bachelor of Arts,3.296578947,19
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Asian Am & Asian Diasp St,Bachelor of Arts,3.379083333,12
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,Bachelor of Arts,3.428032258,62
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,Bachelor of Arts,3.455036364,55
2013-14,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,Gender & Womens Studies,Bachelor of Arts,3.347133333,30
